disposition	standard	vetted
EX. WITH VIENNA MUSEUM APRIL 15,1890	voucher elsewhere	1
EX. WITH VIENNA MUSEUM, APRIL 15,1890	voucher elsewhere	1
EX. WITH W. WHEELER MAY 1920 [ILLEG.]	voucher elsewhere	1
EX. WITH W.[ILLEG]. WHEELER, MAY 1924	voucher elsewhere	1
EX. WITH W.C. WHEELER MAY 1924	voucher elsewhere	1
EX. WITH W.C. WHEELER MAY 1924 [ILLEG.]	voucher elsewhere	1
EX. WITH W.C. WHEELER, MAY 1924	voucher elsewhere	1
EX. WITH WALTER KOELZ, APRIL 26,-UNIVERSITY OF MIC	voucher elsewhere	1
EX.-ACADEMY OF NATURAL SCIENCES, APRIL 1928	voucher elsewhere	1
EX.-TACKAPAUSHA MUSEUM	voucher elsewhere	1
EX.WITH CLEVELAND MUS. FEB. 1926	voucher elsewhere	1
EX.WITH LOUIS MOLNAR, SEPT. 10 [ILLEG.]	voucher elsewhere	1
EXC. BONN. MUS.	voucher elsewhere	1
EXC. BONN. MUS., 1960	voucher elsewhere	1
EXCG. SENT TO BERLIN ZOOL. MUS. JAN 8, 1932	voucher elsewhere	1
EXCH - CHICAGO NAT. HIST. MUS. 6 AUG 1959	voucher elsewhere	1
EXCH - MR STARRS OLSON	voucher elsewhere	1
EXCH - TACKAPAUSHA MUSEUM	voucher elsewhere	1
EXCH A. KOENIG MUSEUM	voucher elsewhere	1
EXCH BIRDCRAFT SANCTUARY, FAIRFIELD, CONN., MAR 19	voucher elsewhere	1
EXCH BRIT. MUS. SEPT 1927	voucher elsewhere	1
EXCH CLEVELAND MUSEUM, JUN 1923	voucher elsewhere	1
EXCH FOR DRYMOCICHLA INCANA 160935	voucher elsewhere	1
EXCH NAT MUS KENYA - AUG 1983	voucher elsewhere	1
EXCH NAT MUS KENYA, AUG 1983	voucher elsewhere	1
EXCH PHILA.ACAD.NAT.SCI.	voucher elsewhere	1
EXCH SENT TO BERLIN ZOOL. MUS., JAN 8, 1932	voucher elsewhere	1
EXCH SENT TO BISHOP MUSEUM JAN 21, 1932	voucher elsewhere	1
EXCH SENT TO CLEVELAND MUS. JAN 6, 1932	voucher elsewhere	1
EXCH SENT TO U.S. NATIONAL MUSEUM	voucher elsewhere	1
EXCH TO ALEX WALKER, 1961	voucher elsewhere	1
EXCH TO CARNEGIE MUSEUM JAN 1932	voucher elsewhere	1
EXCH TO N.Y. SCI. SUPPLY	voucher elsewhere	1
EXCH TO ROTHSCHILD AND RENUMBERED 700712 ON RETURN	voucher elsewhere	1
EXCH TO U.S. NATIONAL MUSEUM, JAN 1932	voucher elsewhere	1
EXCH TO ZOOL. MUS. COPENHAGEN MAY 1959	voucher elsewhere	1
EXCH U.S. NAT. MUS. JULY 1921	voucher elsewhere	1
EXCH WITH CARNEGIE MUS. JUNE 14, 1929	voucher elsewhere	1
EXCH WITH CLEVELAND FEB 1926	voucher elsewhere	1
EXCH WITH DR. L.C. SANFORD, NOV 1921	voucher elsewhere	1
EXCH WITH IMP. COL. AGR. JAPAN DEC 1909	voucher elsewhere	1
EXCH WITH IMP. COL. AGR. JAPAN, DEC 1909	voucher elsewhere	1
EXCH WITH IMP. COL. AGR. JAPAN, OCT [ILLEG]	voucher elsewhere	1
EXCH WITH IMP. COL. AGR. JAPAN, OCT 190[ILLEG]	voucher elsewhere	1
EXCH WITH IMP. COL. AGR. JAPAN, OCT 1908	voucher elsewhere	1
EXCH WITH IMP.COL.AGR. JAPAN OCT.'08	voucher elsewhere	1
EXCH WITH MR. E.T. SETON, 24 MAY 1928	voucher elsewhere	1
EXCH WITH PHILA.ACAD.NAT.SCI. JULY 1928	voucher elsewhere	1
EXCH WITH R.B. COWLES	voucher elsewhere	1
EXCH WITH STOCKHOLM N.H. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH.	voucher elsewhere	1
EXCH. - DR. CARLOS ALBERTO CAMPOS SEABRA	voucher elsewhere	1
EXCH. - DR. STRESEMAN - BERLIN MUSEUM - MAY 1927	voucher elsewhere	1
EXCH. - DR. STRESEMANN - BERLIN MUSEUM - MAY 1927	voucher elsewhere	1
EXCH. - MR. STARRS OLSON	voucher elsewhere	1
EXCH. - STOCKHOLM NAT. HISTORY MUSEUM, MAY 1927	voucher elsewhere	1
EXCH. - TACKA PAUSHA MUSEUM - GIFT OF C.S. DAVENPO	voucher elsewhere	1
EXCH. - TACKAPAUSHA MUSEUM	voucher elsewhere	1
EXCH. - U OF FLORIDA - 1967	voucher elsewhere	1
EXCH. - U. OF FLORIDA - 1967	voucher elsewhere	1
EXCH. [ILLEG]AT MUS KENYA AUG 1983	voucher elsewhere	1
EXCH. A. KOENIG MUSEUM	voucher elsewhere	1
EXCH. ASHLEY HINE, BANFF, ALBERTA, 31 JUL 1907	voucher elsewhere	1
EXCH. BIRD CRAFT SANCTUARY, FAIRFIELD, CONN. MARCH	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, FAIRFIELD CONN. MARCH 1	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, FAIRFIELD CONN., MARCH 	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, FAIRFIELD, CONN.	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, FAIRFIELD, CONN. 1923	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, FAIRFIELD, CONN. MARCH 	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, FAIRFIELD, CONN., MAR 1	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, MAR 1923	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUARY, MARCH 1923	voucher elsewhere	1
EXCH. BIRDCRAFT SANCTUAY, CONN. MARCH 1923	voucher elsewhere	1
EXCH. BONN. MUS. 1960	voucher elsewhere	1
EXCH. BRISTISH MUS. MAY 1921	voucher elsewhere	1
EXCH. BRIT MUS., MAY 1921	voucher elsewhere	1
EXCH. BRIT MUS., SEPT 1927	voucher elsewhere	1
EXCH. BRIT MUSEUM MAY 1921	voucher elsewhere	1
EXCH. BRIT. MUS. 13 II 53	voucher elsewhere	1
EXCH. BRIT. MUS. MAY 1921	voucher elsewhere	1
EXCH. BRIT. MUS. SEP 1927	voucher elsewhere	1
EXCH. BRIT. MUS. SEPT 1927	voucher elsewhere	1
EXCH. BRIT. MUS. SEPT. 1927	voucher elsewhere	1
EXCH. BRIT. MUS., MAY 1921	voucher elsewhere	1
EXCH. BRIT. MUS., SEP 1927	voucher elsewhere	1
EXCH. BRIT. MUS., SEPT 1927	voucher elsewhere	1
EXCH. BRIT. MUS.,SEPT 1927	voucher elsewhere	1
EXCH. BRIT. MUS.-SEPT 1927	voucher elsewhere	1
EXCH. BRIT. MUSE. SEPT. 1927	voucher elsewhere	1
EXCH. BRIT. MUSEUM	voucher elsewhere	1
EXCH. BRIT. MUSEUM MAY 1921	voucher elsewhere	1
EXCH. BRIT. MUSEUM SEPT 1927	voucher elsewhere	1
EXCH. BRIT. MUSEUM, MAY 1921	voucher elsewhere	1
EXCH. BRIT. MUSEUM, SEPT 1927	voucher elsewhere	1
EXCH. BRITISH MUS. MAY, 1921	voucher elsewhere	1
EXCH. BRITISH MUS., MAY 1921	voucher elsewhere	1
EXCH. BRITISH MUSE., MAY 1921	voucher elsewhere	1
EXCH. BRITISH MUSEUM, AUG 1919	voucher elsewhere	1
EXCH. BRITISH MUSEUM, MAY 1921	voucher elsewhere	1
EXCH. BRITISH MUSEUM, MAY, 1921	voucher elsewhere	1
EXCH. BRITMUS. SEPT. 1927	voucher elsewhere	1
EXCH. CLEVELAND MUS. FEB 1926	voucher elsewhere	1
EXCH. CLEVELAND MUS. FEB. 1926	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM JUNE 1920	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM JUNE 1923	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM JUNE 1927	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM, JUN 1923	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM, JUN 1927	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM, JUNE 1923	voucher elsewhere	1
EXCH. CLEVELAND MUSEUM, JUNE 1927	voucher elsewhere	1
EXCH. COUNT VON BELEPSCH, FEB.'05	voucher elsewhere	1
EXCH. COUNT VON BERLEPACH, FEB.'05	voucher elsewhere	1
EXCH. COUNT VON BERLEPSCH	voucher elsewhere	1
EXCH. COUNT VON BERLEPSCH FEB.'05	voucher elsewhere	1
EXCH. COUNT VON BERLEPSCH, FEB 1905	voucher elsewhere	1
EXCH. COUNT VON BERLEPSCH, FEB 1905 (2)?	voucher elsewhere	1
EXCH. COUNT VON BERLEPSCH, FEB.'05	voucher elsewhere	1
EXCH. COUNT VON BERLEPSCH,FEB.'05	voucher elsewhere	1
EXCH. D.A. COHEN OCT 20 '03	voucher elsewhere	1
EXCH. DARTHMOUTH COLLEGE MUSEUM - 31 MAY 1951	voucher elsewhere	1
EXCH. DELAWARE MUSEUM N.H.	voucher elsewhere	1
EXCH. DELAWARE MUSEUM N.H. 2/72	voucher elsewhere	1
EXCH. DELAWARE MUSEUM N.M.	voucher elsewhere	1
EXCH. DELAWARE MUSEUM, N.H.	voucher elsewhere	1
EXCH. DELAWARE MUSEUM,N.H.	voucher elsewhere	1
EXCH. DELEWARE MUSEUM N.H.	voucher elsewhere	1
EXCH. DR. G.M. SUTTON, U. OKLAHOMA, FEB. 7TH 1957	voucher elsewhere	1
EXCH. DR. G.M. SUTTON, UNIV. OKLAHOMA, 7 FEB 1957	voucher elsewhere	1
EXCH. DR. G.M. SUTTON, UNIV. OKLAHOMA, FEB 7, 1957	voucher elsewhere	1
EXCH. DR. STRESEMANN-BERLIN MUSEUM, MAY 1927	voucher elsewhere	1
EXCH. DWITH M.C.Z. JULY 1928	voucher elsewhere	1
EXCH. DWITH O. BANGS, SEPT 20, 1918	voucher elsewhere	1
EXCH. DWITH PHILA.ACAD.NAT.SCI., JULY 1928	voucher elsewhere	1
EXCH. E. [ILLEG]E[ILLEG][ILLEG] SCHIOLER, JAN 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIÖLE, JAN 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIÖLER JAN 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIOLER JAN. 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIÖLER JAN. 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIOLER, JAN 1922	voucher elsewhere	1
EXCH. E. LEHN SCHIOLER, JAN 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIÖLER, JAN 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIOLER, JAN. [1929 ?]	voucher elsewhere	1
EXCH. E. LEHN SCHIOLER, JAN. 1927	voucher elsewhere	1
EXCH. E. LEHN SCHIÖLER, JAN. 1927	voucher elsewhere	1
EXCH. E. LOEHN SCHIÖLER JAN 1927	voucher elsewhere	1
EXCH. E. LOEHN SCHIOLER JAN. 1927	voucher elsewhere	1
EXCH. F.M. CHAPMAN 1925	voucher elsewhere	1
EXCH. F.M. CHAPMAN APRIL 1925	voucher elsewhere	1
EXCH. F.M. CHAPMAN APRIL 1925 (RETURNED BY NJ AUDU	voucher elsewhere	1
EXCH. F.M. CHAPMAN, APR 1925	voucher elsewhere	1
EXCH. F.M. CHAPMAN, APRIL 1925	voucher elsewhere	1
EXCH. F.M. CHAPMAN, APRIL 1925; (RETURNED NJ AUDUB	voucher elsewhere	1
EXCH. F.M. CHAPMAN-APRIL 1925	voucher elsewhere	1
EXCH. F.M. CHAPMAN-APRIL 1925 (RETURNED BY NJ AUDU	voucher elsewhere	1
EXCH. F.M.CHAPMAN 1925	voucher elsewhere	1
EXCH. FIELD MUS. CHICAGO, NOV 1922	voucher elsewhere	1
EXCH. FIELD MUS., CHICAGO, NOV 1922	voucher elsewhere	1
EXCH. FIELD MUS., NOV 1922	voucher elsewhere	1
EXCH. G. KOHN NOV 29/1890	voucher elsewhere	1
EXCH. GEO E. MASON, JUL 1922	voucher elsewhere	1
EXCH. GEO. E. MASON 1922	voucher elsewhere	1
EXCH. GEO. E. MASON JULY 1922	voucher elsewhere	1
EXCH. GEO. E. MASON, JUL 1922	voucher elsewhere	1
EXCH. GEO. E. MASON, JULY 1922	voucher elsewhere	1
EXCH. GEO. E. MASON, SULY 1922	voucher elsewhere	1
EXCH. GEO. H. MASON, JULY 1922	voucher elsewhere	1
EXCH. GEO. MASON, JUL 1922	voucher elsewhere	1
EXCH. GEO. MASON, JULY 1922	voucher elsewhere	1
EXCH. GEO.E. MASON, JULY 1922	voucher elsewhere	1
EXCH. GEO.E.MASON, JULY 1922	voucher elsewhere	1
EXCH. GREAT SMOKY MOUNT. GROUP	voucher elsewhere	1
EXCH. GREAT SMOKY MT. GROUP	voucher elsewhere	1
EXCH. H.K. COALE, DEC 4, 1913	voucher elsewhere	1
EXCH. IMP.CAL.AGR., JAPAN DEC.'09	voucher elsewhere	1
EXCH. IMP.COL.AGR. JAPAN DEC'09	voucher elsewhere	1
EXCH. IMP.COL.AGR. JAPAN, DEC.'09	voucher elsewhere	1
EXCH. IMP.COL.AGR.,JAPAN DEC.'09	voucher elsewhere	1
EXCH. J.H. FLEMING	voucher elsewhere	1
EXCH. J.T. NICHOLS, JULY 31 1917	voucher elsewhere	1
EXCH. LOUISIANA STATE UNIV. MUS, MARCH 1975	voucher elsewhere	1
EXCH. M.C.Z., JULY 1928	voucher elsewhere	1
EXCH. MNH, U. OF CONN. MAR 1984 LLS	voucher elsewhere	1
EXCH. MUS. OF COMP. ZOO., DEC 1922	voucher elsewhere	1
EXCH. MUS. PAULISTA, BRAZIL MARCH 1917	voucher elsewhere	1
EXCH. MUSEO NACIONAL AREGENTINA, SEPT '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA SEP. 17	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA SEP.'17	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA, SEP 1917	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA, SEPT '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA, SEPT. '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA, SEPT.'17	voucher elsewhere	1
EXCH. MUSEO NACIONAL ARGENTINA, SEPT'17	voucher elsewhere	1
EXCH. MUSEO NACIONAL, ARGENTINA SEPT '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL, ARGENTINA SEPT.'17	voucher elsewhere	1
EXCH. MUSEO NACIONAL, ARGENTINA, SEPT '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL, ARGENTINA, SEPT. '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL, ARGNETINA SEPT. '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL, AUGENTINA, SEPT '17	voucher elsewhere	1
EXCH. MUSEO NACIONAL,ARGENTINA SEP.'17	voucher elsewhere	1
EXCH. MUSEO NATIONAL ARGENTINA, SEPT.'17	voucher elsewhere	1
EXCH. MUSEO PAULISTA BRAZIL 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA BRAZIL MAR. 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA BRAZIL MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA BRAZIL, MAR 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA BRAZIL, MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL  MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL MAR 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL MAR. 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL MARCH 1919	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL, MAR 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL, MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZIL. MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, BRAZXIL MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, MAR 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA, MARCH 1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA,BRAZIL, MAR.1917	voucher elsewhere	1
EXCH. MUSEO PAULISTA,BRAZIL,MAR.1917	voucher elsewhere	1
EXCH. MUSEO PAULISTIA BRAZIL, MAY 1917	voucher elsewhere	1
EXCH. NAT MUS KENYA, AUG 1983	voucher elsewhere	1
EXCH. NAT. MUS. [KENYA ILLEG.]-AUG 1983	voucher elsewhere	1
EXCH. NAT. MUS. KENYA, AUG 1983	voucher elsewhere	1
EXCH. NAT. MUS., KENYA AUG 1983	voucher elsewhere	1
EXCH. NETERSTROM OSTERSUND, SWEDEN  JUNE 1, 54	voucher elsewhere	1
EXCH. NETTERSTROM, OSTERSUND, SWEDEN II'54	voucher elsewhere	1
EXCH. NEW MEX. STATE UNIV., APR 1975	voucher elsewhere	1
EXCH. O. BANGS BOSTON, JULY 1906	voucher elsewhere	1
EXCH. O. BANGS, BOSTON JULY 1906	voucher elsewhere	1
EXCH. O. BANGS, BOSTON JULY, 1906	voucher elsewhere	1
EXCH. O. BANGS, BOSTON JULY,1906	voucher elsewhere	1
EXCH. O. BANGS, BOSTON, JULY 1906	voucher elsewhere	1
EXCH. O. BANGS, SEPT. 20, 1918	voucher elsewhere	1
EXCH. O. BANGS,BOSTON, JULY 1906	voucher elsewhere	1
EXCH. O.BANGS BOSTON, JULY 1906	voucher elsewhere	1
EXCH. O.BANGS, BOSTON JULY 1906	voucher elsewhere	1
EXCH. O.BANGS, BOSTON, JULY 1906	voucher elsewhere	1
EXCH. O.BANGS, JULY 1906	voucher elsewhere	1
EXCH. PARIS MUS. OCT 1932	voucher elsewhere	1
EXCH. PHIL. ACAD. NAT. SCI.	voucher elsewhere	1
EXCH. PHIL. ACAD.NAT. SCI.	voucher elsewhere	1
EXCH. PHIL. ACAD.NAT.SCI.	voucher elsewhere	1
EXCH. PHIL.ACAD. NAT. SCI.	voucher elsewhere	1
EXCH. PHIL.ACAD. NAT.SCI.	voucher elsewhere	1
EXCH. PHIL.ACAD.NAT. SCI.	voucher elsewhere	1
EXCH. PHIL.ACAD.NAT.SCI	voucher elsewhere	1
EXCH. PHIL.ACAD.NAT.SCI.	voucher elsewhere	1
EXCH. PHILA ACAD NAT. SCI.	voucher elsewhere	1
EXCH. PHILA ACAD. NAT. SCI.	voucher elsewhere	1
EXCH. PHILA ACAD.NAT.SCI.	voucher elsewhere	1
EXCH. PHILA,ACAD,NAT.,SCI.	voucher elsewhere	1
EXCH. PHILA. ACAD. NAT. SCI.	voucher elsewhere	1
EXCH. PHILA. ACAD. SCI.	voucher elsewhere	1
EXCH. PHILA. ACAD.NAT.SCI.	voucher elsewhere	1
EXCH. PHILA., ACAD.NAT.SCI.	voucher elsewhere	1
EXCH. PHILA.ACAD.NAT.SCI.	voucher elsewhere	1
EXCH. PHILA.ACAD.NAT.SCI. JULY 1928	voucher elsewhere	1
EXCH. PHILA.ACAD.NAT.SCI., JULY 1928	voucher elsewhere	1
EXCH. R.C. MCGREGOR	voucher elsewhere	1
EXCH. ROTHSCHILD COLL & WHEN RETURNED TO AMNH, REN	voucher elsewhere	1
EXCH. S. G. JEWETT - OCT 28, 1926	voucher elsewhere	1
EXCH. SENT CLEVELAND MUS., JAN 6, 1932	voucher elsewhere	1
EXCH. SENT STO U.S. NATIONAL MUSEUM	voucher elsewhere	1
EXCH. SENT T U.S. NAT. MUSEUM	voucher elsewhere	1
EXCH. SENT TO BERLIN MUS. JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN MUS., JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN MUSEUM, JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOO. MUS., JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL MUS. JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS, JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS. 8 JAN 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS. JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS. JAN 9, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS., 8 JAN 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS., JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS., JAN 8 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL. MUS., JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BERLIN ZOOL., JAN 8, 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUS. JAN 21, 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM 21 JAN 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM JAN 21, 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM JAN 21,1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM, 21 JAN 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM, JAN 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM, JAN 21 1932	voucher elsewhere	1
EXCH. SENT TO BISHOP MUSEUM, JAN 21, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAN MUS. JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS, JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS. 6 JAN 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS. JAN 6 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS. JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS. JAN. 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS. JAN6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS., 6 JAN 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS., JAN 6 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS., JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS., JAN 6,1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS., JAN 7, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUS.; 6 JAN 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND MUSEUM, JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO CLEVELAND, JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO NATIONAL MUSEUM	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS, DEC 12, 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS. 12 DEC 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS. DEC 1, 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS. DEC 12, 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS. DEC 12,1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS. DEC 13, 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS., 12 DEC 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS., DEC 12, 1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUS., DEC 12,1931	voucher elsewhere	1
EXCH. SENT TO SWEDISH MUSEUM, DEC 12,1931	voucher elsewhere	1
EXCH. SENT TO TO CLEVELAND MUS. JAN 6, 1932	voucher elsewhere	1
EXCH. SENT TO U.S. NATIONAL MUS.	voucher elsewhere	1
EXCH. SENT TO U.S. NATIONAL MUSEUM	voucher elsewhere	1
EXCH. SENT TO U.S. NATIONAL MUSUEM	voucher elsewhere	1
EXCH. SENT U.S. NATIONAL MUS. JAN 1932	voucher elsewhere	1
EXCH. STOCKHOLM N.H. MUSEUM - MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM N.H. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM N.H. MUSEUM,MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM N.H. MUSEUM-MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM N.H., MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM N.HIST. MUS., MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM NAT. HIST. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH. STOCKHOLM, N.H. MUSEUM-MAY 1927	voucher elsewhere	1
EXCH. STOCKHOM N.H. MUSEUM MAY 1927	voucher elsewhere	1
EXCH. TACKAPAUSHA MUSEUM	voucher elsewhere	1
EXCH. TO ALEX WALKER, 1961	voucher elsewhere	1
EXCH. TO ALEX WALKER,1961	voucher elsewhere	1
EXCH. TO AUSTRALIA MUSEUM IN S. WALES, AUSTRALIA 3	voucher elsewhere	1
EXCH. TO AUSTRALIAN MUS.&NEW S. WALES,AUSTRALIA, 2	voucher elsewhere	1
EXCH. TO AUSTRALIAN MUS., 2/10/82	voucher elsewhere	1
EXCH. TO AUSTRALIAN MUS., N.S. WALES, AUSTRALIA, 2	voucher elsewhere	1
EXCH. TO AUSTRALIAN MUSEUM, N.S. WALES, AUSTRALIA-	voucher elsewhere	1
EXCH. TO BERLIN ZOOL. MUS. JAN 8, 1932	voucher elsewhere	1
EXCH. TO BRITISH MUSEUM, 30 NOV 1960	voucher elsewhere	1
EXCH. TO BRITISH MUSEUM, JAN 1955	voucher elsewhere	1
EXCH. TO BROOKLYN MUSEUM	voucher elsewhere	1
EXCH. TO CAR. STATE MUS. 1/1989	voucher elsewhere	1
EXCH. TO CARNEGIE MUS. JAN 1932	voucher elsewhere	1
EXCH. TO CARNEGIE MUS., DR. PARKES, 10/28/70 DOB	voucher elsewhere	1
EXCH. TO CARNEGIE MUS., JAN 1932	voucher elsewhere	1
EXCH. TO CARNEGIE MUSE. JAN 1932	voucher elsewhere	1
EXCH. TO CARNEGIE MUSEUM JAN 1932	voucher elsewhere	1
EXCH. TO CARNEGIE MUSEUM, JAM 1932	voucher elsewhere	1
EXCH. TO CARNEGIE MUSEUM, JAN 1932	voucher elsewhere	1
EXCH. TO CARNEGIE MUSEUM, JAN 1936	voucher elsewhere	1
EXCH. TO CARNEGIE MUSEUM, JAN, 1932	voucher elsewhere	1
EXCH. TO CHICAGO MUS.	voucher elsewhere	1
EXCH. TO CINCINNATI, 12/19/69	voucher elsewhere	1
EXCH. TO COPENHAGAN ZOOL. MUS., MAY 1985	voucher elsewhere	1
EXCH. TO COPENHAGEN ZOOL. MUS. MAY 1986	voucher elsewhere	1
EXCH. TO COPENHAGEN ZOOL. MUS., MAY 1986	voucher elsewhere	1
EXCH. TO DR. CAMPOS SEABRA 4/71	voucher elsewhere	1
EXCH. TO DR. CAMPOS SEABRA, 4/22	voucher elsewhere	1
EXCH. TO DR. CAMPOS SEABRA, 4/71	voucher elsewhere	1
EXCH. TO DR. CAMPOS SEABRA, R. DE JANEIRO, APR 197	voucher elsewhere	1
EXCH. TO DR. L.C. SANFORD, NOV 1921	voucher elsewhere	1
